MeanPrefLANs,StdPrefLANs,MeanWait,StdWait,LANs,Persons,Latency,MeanReachedPersons
1,2,10,2,10,50,113.792489644462,10.005361930294907
1,2,10,2,10,50,90.46687140492322,14.042553191489361
1,2,10,2,10,50,127.95421463755719,9.530259365994237
1,2,10,2,10,50,106.87838468705635,12.097765363128492
1,2,10,2,10,50,119.55024465359723,10.505208333333334
1,2,10,2,10,50,115.24367022379955,9.501340482573726
1,2,10,2,10,50,104.09761634442438,14.878186968838527
1,2,10,2,10,50,110.93471935326617,10.557065217391305
1,2,10,2,10,50,125.97158682572625,11.37669376693767
1,2,10,2,10,50,119.60051929722611,6.233333333333333
1,2,10,2,10,50,105.83400065592605,13.441326530612244
1,2,10,2,10,50,95.41818529165909,14.989276139410189
1,2,10,2,10,50,122.27774783458605,11.479224376731302
1,2,10,2,10,50,125.64380378134268,8.436111111111112
1,2,10,2,10,50,120.84675938482047,10.567567567567568
1,2,10,2,10,50,139.06125250076005,8.440633245382585
1,2,10,2,10,50,122.97913696981945,13.265027322404372
1,2,10,2,10,50,122.52414050897222,7.659517426273458
1,2,10,2,10,50,118.64059928945277,11.932975871313673
1,2,10,2,10,50,102.66303431653972,13.163157894736843
2,2,10,2,10,50,126.03759047139783,11.920765027322405
2,2,10,2,10,50,123.69093750801149,8.714285714285714
2,2,10,2,10,50,97.09308901919424,12.065616797900262
2,2,10,2,10,50,126.95595181644404,10.971428571428572
2,2,10,2,10,50,107.5619278471083,13.302872062663186
2,2,10,2,10,50,103.53797888117276,10.411924119241192
2,2,10,2,10,50,110.74627540930831,7.547008547008547
2,2,10,2,10,50,122.99871324167863,11.632596685082873
2,2,10,2,10,50,125.0349345373299,13.045945945945945
2,2,10,2,10,50,118.1667629893045,12.428169014084506
2,2,10,2,10,50,133.2685938362159,11.073107049608355
2,2,10,2,10,50,110.64180155370781,15.524590163934427
2,2,10,2,10,50,119.68733780756295,12.949197860962567
2,2,10,2,10,50,114.68956674885528,9.24731182795699
2,2,10,2,10,50,109.86657585269695,11.393617021276595
2,2,10,2,10,50,126.75297280694836,12.2171581769437
2,2,10,2,10,50,117.20068889918902,13.469444444444445
2,2,10,2,10,50,117.22815645809422,9.613698630136986
2,2,10,2,10,50,117.9255620715546,10.382113821138212
2,2,10,2,10,50,122.50163482034044,7.259052924791086
3,2,10,2,10,50,124.58458467965436,11.761394101876675
3,2,10,2,10,50,111.81571128392814,12.01639344262295
3,2,10,2,10,50,129.20203446243107,11.397260273972602
3,2,10,2,10,50,126.56451324594909,12.385474860335195
3,2,10,2,10,50,129.3604528188656,14.324022346368714
3,2,10,2,10,50,112.0902218562168,10.743801652892563
3,2,10,2,10,50,114.88959771791396,12.403141361256544
3,2,10,2,10,50,142.91117572924503,7.377049180327869
3,2,10,2,10,50,123.97237477982038,10.804232804232804
3,2,10,2,10,50,99.79630085173198,12.830645161290322
3,2,10,2,10,50,120.3764052717651,10.649717514124294
3,2,10,2,10,50,119.66602755995622,11.400537634408602
3,2,10,2,10,50,121.22708086661527,11.93029490616622
3,2,10,2,10,50,133.99774573992232,9.94973544973545
3,2,10,2,10,50,115.82495361082141,11
3,2,10,2,10,50,123.30232405001405,11.166666666666666
3,2,10,2,10,50,111.95313250395348,11.38618925831202
3,2,10,2,10,50,131.74087895017453,8.433420365535248
3,2,10,2,10,50,126.89961466473024,7.768392370572207
3,2,10,2,10,50,113.68192920800605,13.778666666666666
4,2,10,2,10,50,107.05541481664942,7.015706806282722
4,2,10,2,10,50,120.86665499860342,8.454293628808864
4,2,10,2,10,50,125.895433854908,9.664739884393063
4,2,10,2,10,50,121.5228521318935,10.581717451523545
4,2,10,2,10,50,123.07990473019659,10.051351351351352
4,2,10,2,10,50,131.2314826201034,10.455525606469003
4,2,10,2,10,50,105.71279036671167,11.369318181818182
4,2,10,2,10,50,105.49640549374558,12.63129973474801
4,2,10,2,10,50,125.2484815271781,10.184065934065934
4,2,10,2,10,50,115.75770511664062,13.580645161290322
4,2,10,2,10,50,139.61458274802246,7.693989071038251
4,2,10,2,10,50,125.33726897542057,8.052197802197803
4,2,10,2,10,50,114.51950675967835,8.264305177111716
4,2,10,2,10,50,132.86984104929152,10.774798927613942
4,2,10,2,10,50,121.58084179718215,11.1045197740113
4,2,10,2,10,50,120.86531686291698,11.451697127937337
4,2,10,2,10,50,118.78385187539645,13.589887640449438
4,2,10,2,10,50,102.09190891711796,11.527027027027026
4,2,10,2,10,50,109.99001649109725,10.035911602209945
4,2,10,2,10,50,131.19642828558307,9.868493150684932
5,2,10,2,10,50,129.34280465153182,9.558659217877095
5,2,10,2,10,50,100.71849878367426,14.029100529100528
5,2,10,2,10,50,95.38174164135027,14.39627659574468
5,2,10,2,10,50,136.22120936375978,6.405479452054794
5,2,10,2,10,50,119.39953224331076,8.817258883248732
5,2,10,2,10,50,116.8212170573199,7.016042780748663
5,2,10,2,10,50,125.88284163826572,9.008498583569406
5,2,10,2,10,50,119.19158233367182,13.038567493112948
5,2,10,2,10,50,120.6047024123208,11.325
5,2,10,2,10,50,122.92013681660845,12.244565217391305
5,2,10,2,10,50,114.6175205986273,9.734072022160666
5,2,10,2,10,50,120.18625260951238,8.161290322580646
5,2,10,2,10,50,108.97973745783352,10.856756756756758
5,2,10,2,10,50,108.79543321939677,14.64819944598338
5,2,10,2,10,50,110.60157649410316,12.795698924731182
5,2,10,2,10,50,121.51450082175829,9.421487603305785
5,2,10,2,10,50,116.11806649473189,13.339522546419099
5,2,10,2,10,50,129.32379454670956,12.430446194225722
5,2,10,2,10,50,99.39628539833072,14.723577235772357
5,2,10,2,10,50,107.10310780977252,12.64985994397759
6,2,10,2,10,50,139.64145966111118,9.237837837837837
6,2,10,2,10,50,114.15530679304517,10.604712041884817
6,2,10,2,10,50,122.26148316063855,12.53501400560224
6,2,10,2,10,50,134.83493782444492,11.917553191489361
6,2,10,2,10,50,113.16259844663298,9.785326086956522
6,2,10,2,10,50,115.33234837619376,14.856770833333334
6,2,10,2,10,50,102.37289013216251,11.734972677595628
6,2,10,2,10,50,118.13219090588093,11.135593220338983
6,2,10,2,10,50,127.71064888588761,11.743661971830987
6,2,10,2,10,50,122.62294189149863,8.840108401084011
6,2,10,2,10,50,109.02791882529085,12.283422459893048
