MeanPrefLANs,StdPrefLANs,MeanWait,StdWait,LANs,Persons,Latency,MeanReachedPersons
7,2,10,2,10,50,94.76853354926675,12.480272108843538
7,2,10,2,10,50,106.78376639832221,7.650904033379694
7,2,10,2,10,50,99.23632014368664,11.507735583684951
7,2,10,2,10,50,130.09367576398702,8.845403899721449
7,2,10,2,10,50,95.78591993217631,7.160614525139665
7,2,10,2,10,50,123.215595805615,5.022251308900524
7,2,10,2,10,50,104.40678892457218,9.368351063829786
7,2,10,2,10,50,94.16727098704042,5.901960784313726
7,2,10,2,10,50,117.72253744669764,8.112449799196787
7,2,10,2,10,50,113.83031551675438,8.425271739130435
7,2,10,2,10,50,120.25360336659152,11.90358126721763
7,2,10,2,10,50,139.82667113651385,5.187837837837838
7,2,10,2,10,50,99.54601773102395,8.604081632653061
7,2,10,2,10,50,93.2867952823841,7.046941678520626
7,2,10,2,10,50,107.32331824591809,10.155826558265582
8,2,10,2,10,50,109.36384267170887,6.117804551539491
8,2,10,2,10,50,114.67204694514868,10.201072386058982
8,2,10,2,10,50,113.33904439568799,8.809917355371901
8,2,10,2,10,50,130.9565616118213,6.787204450625869
8,2,10,2,10,50,106.26733356341052,7.901881720430108
8,2,10,2,10,50,110.84651208967897,4.701333333333333
8,2,10,2,10,50,101.79597936242564,7.188157894736842
8,2,10,2,10,50,119.20292600082902,8.311813186813186
8,2,10,2,10,50,112.47586317767473,8.403768506056528
8,2,10,2,10,50,100.77522651450525,13.212765957446809
8,2,10,2,10,50,98.80958821015435,6.991769547325103
8,2,10,2,10,50,112.35332329210358,10.227576974564926
8,2,10,2,10,50,100.29787075195512,8.621192052980133
8,2,10,2,10,50,102.29594307663166,10.45054945054945
8,2,10,2,10,50,116.7779182144821,6.927953890489913
8,2,10,2,10,50,108.18649548583905,9.288409703504042
8,2,10,2,10,50,106.31820040092042,9.0026525198939
8,2,10,2,10,50,93.07288279869086,9.604109589041096
8,2,10,2,10,50,114.65965893607321,9.666666666666666
8,2,10,2,10,50,111.38639208575998,9.480218281036835
