MeanPrefLANs,StdPrefLANs,MeanWait,StdWait,LANs,Persons,Latency,MeanReachedPersons
3,2,5,2,10,50,121.4440604534251,9.693150684931506
3,2,5,2,10,50,110.80737875065093,8.164420485175203
3,2,5,2,10,50,107.03732934740964,13.347107438016529
3,2,5,2,10,50,122.85147430459853,10.255494505494505
3,2,5,2,10,50,109.60618722891735,11.310991957104557
3,2,5,2,10,50,108.63232285686003,11.546916890080428
3,2,5,2,10,50,124.80370633428667,11.227777777777778
3,2,5,2,10,50,120.65058400290786,15.178010471204189
3,2,5,2,10,50,120.25417744864109,8.735795454545455
3,2,5,2,10,50,104.43495429751822,12.93833780160858
3,2,5,2,10,50,131.14885763391746,11.322222222222223
3,2,5,2,10,50,118.95596341441292,10.696969696969697
3,2,5,2,10,50,99.30933531813086,11.247395833333334
3,2,5,2,10,50,105.79756137386413,9.959016393442623
3,2,5,2,10,50,104.39774528703154,12.226256983240223
3,2,5,2,10,50,117.8016812678567,9.322128851540617
3,2,5,2,10,50,117.8024841101669,9.493224932249323
3,2,5,2,10,50,100.38563259411399,10.090425531914894
3,2,5,2,10,50,125.45959707838007,8.846590909090908
3,2,5,2,10,50,123.01441577330505,11.205555555555556
3,2,10,2,10,50,109.70281143577327,12.01685393258427
3,2,10,2,10,50,139.4938391560813,5.651595744680851
3,2,10,2,10,50,112.16954237555012,12.543478260869565
3,2,10,2,10,50,126.28205889544513,11.310249307479225
3,2,10,2,10,50,109.24158109120243,13.983516483516484
3,2,10,2,10,50,116.02853512070828,10.01907356948229
3,2,10,2,10,50,139.48251844822457,7.309659090909091
3,2,10,2,10,50,115.46097386139246,10.340599455040872
3,2,10,2,10,50,118.08665816451702,13.61021505376344
3,2,10,2,10,50,107.18499594085137,9.986945169712794
3,2,10,2,10,50,110.6953405370891,10.822281167108754
3,2,10,2,10,50,117.08029114571542,11.5625
3,2,10,2,10,50,109.13253303834747,9.264305177111716
3,2,10,2,10,50,125.12769511916144,10.43661971830986
3,2,10,2,10,50,105.18950104306747,11.336182336182336
3,2,10,2,10,50,114.53243388714178,11.716981132075471
3,2,10,2,10,50,136.82329141047572,10.074380165289256
3,2,10,2,10,50,138.0117879681095,5.026737967914438
3,2,10,2,10,50,120.24677925239,12.232954545454545
3,2,10,2,10,50,108.13984701161536,14.517711171662125
3,2,15,2,10,50,128.59397886612868,10.870523415977962
3,2,15,2,10,50,119.8166859840154,9.69060773480663
3,2,15,2,10,50,121.82630989389267,9.756906077348066
3,2,15,2,10,50,100.38515790598078,15.479108635097493
3,2,15,2,10,50,113.92672454751292,11.013404825737265
3,2,15,2,10,50,116.16246022194996,12.688022284122562
3,2,15,2,10,50,125.87792409580688,8.11023622047244
3,2,15,2,10,50,101.22122562171403,14.803191489361701
3,2,15,2,10,50,106.40031378660092,10.80163043478261
3,2,15,2,10,50,124.3328327552511,10.562326869806094
3,2,15,2,10,50,113.2326302682828,9.569060773480663
3,2,15,2,10,50,100.71764241121322,13.616438356164384
3,2,15,2,10,50,114.88042333872397,12.205405405405406
3,2,15,2,10,50,106.87922041413901,13.929347826086957
3,2,15,2,10,50,116.393971272192,11.348773841961853
3,2,15,2,10,50,129.8676867162494,8.783783783783784
3,2,15,2,10,50,97.02137445605624,12.746478873239436
3,2,15,2,10,50,124.60981366179847,10.097222222222221
3,2,15,2,10,50,119.19252656892344,6.659685863874346
3,2,15,2,10,50,115.40349208533092,12.322314049586776
3,2,20,2,10,50,106.15927377951682,9.948648648648648
3,2,20,2,10,50,113.90497014749386,12.346704871060172
3,2,20,2,10,50,119.75782965802378,11.272727272727273
3,2,20,2,10,50,118.44522713335294,8.43193717277487
3,2,20,2,10,50,109.21431325348031,12.236263736263735
3,2,20,2,10,50,115.84621144770429,8.929971988795518
3,2,20,2,10,50,111.38343455242688,9.745358090185677
3,2,20,2,10,50,109.48903828818153,9.55026455026455
3,2,20,2,10,50,111.01866360944392,10.214477211796247
3,2,20,2,10,50,100.00427987446565,12.914209115281501
3,2,20,2,10,50,115.1765123150948,12.434173669467787
3,2,20,2,10,50,128.8335880988352,11.761273209549072
3,2,20,2,10,50,115.09686634629158,12.828418230563003
3,2,20,2,10,50,105.96327857570601,16.890449438202246
3,2,20,2,10,50,131.198570834901,8.445652173913043
3,2,20,2,10,50,91.3336552302452,13.239554317548746
3,2,20,2,10,50,116.49554758676616,7.166666666666667
3,2,20,2,10,50,129.55039182557962,6.645945945945946
3,2,20,2,10,50,148.4827162206663,6.342465753424658
3,2,20,2,10,50,106.4901258556587,12.38655462184874
3,2,25,2,10,50,134.8025327606546,11.748603351955307
3,2,25,2,10,50,128.70303075446103,13.190735694822889
3,2,25,2,10,50,117.22554149159758,12.091863517060368
3,2,25,2,10,50,118.85402697169145,10.362116991643454
3,2,25,2,10,50,114.0172053147581,11.38219895287958
3,2,25,2,10,50,120.48798909955502,9.37912087912088
3,2,25,2,10,50,115.44063453906666,10.50943396226415
3,2,25,2,10,50,124.0470181998817,8.547222222222222
3,2,25,2,10,50,135.26134964252938,8.980446927374302
3,2,25,2,10,50,124.749851826251,6.898963730569948
3,2,25,2,10,50,106.34544256001828,12.136
3,2,25,2,10,50,114.85145930529555,10.946808510638299
3,2,25,2,10,50,114.3802144289842,11.465753424657533
3,2,25,2,10,50,108.86747590675624,10.379403794037941
3,2,25,2,10,50,127.63762312751945,8.75
3,2,25,2,10,50,107.44683267033903,11.997297297297298
3,2,25,2,10,50,106.9379863089575,12.300531914893616
3,2,25,2,10,50,118.08634564667338,9.967391304347826
3,2,25,2,10,50,121.69645254322802,10.666666666666666
3,2,25,2,10,50,115.8570635878678,10.909333333333333
3,2,30,2,10,50,99.58214075495015,15.575070821529746
3,2,30,2,10,50,100.40050905956076,14.186813186813186
3,2,30,2,10,50,121.51349494865819,9.724517906336088
3,2,30,2,10,50,127.06199336281605,9.713091922005571
3,2,30,2,10,50,120.9978500302976,9.871794871794872
3,2,30,2,10,50,122.985407934564,10.885558583106267
3,2,30,2,10,50,115.87589967509362,10.58108108108108
3,2,30,2,10,50,116.21585072754489,7.579787234042553
3,2,30,2,10,50,126.39778065646937,12.893150684931507
3,2,30,2,10,50,107.03998234378211,11.07336956521739
3,2,30,2,10,50,112.84449466092207,10.937662337662339
3,2,30,2,10,50,109.39038982275756,13.182065217391305
3,2,30,2,10,50,107.81140912863721,13.224274406332453
3,2,30,2,10,50,104.55098629348238,14.14441416893733
3,2,30,2,10,50,123.25792934996927,10.897790055248619
3,2,30,2,10,50,114.68847061096818,12.142857142857142
3,2,30,2,10,50,97.55159128828664,14.201612903225806
3,2,30,2,10,50,117.35561083152045,11.842818428184282
3,2,30,2,10,50,129.33060178204659,9.626666666666667
3,2,30,2,10,50,119.74140192631836,10.6
3,2,35,2,10,50,121.11913218309388,10.013966480446927
3,2,35,2,10,50,116.54952745378993,11.387978142076502
3,2,35,2,10,50,98.6833043586663,10.361413043478262
3,2,35,2,10,50,132.30838367766773,9.463541666666666
3,2,35,2,10,50,103.83760120390184,10.486702127659575
3,2,35,2,10,50,105.64966916816402,9.73469387755102
3,2,35,2,10,50,101.62454494788012,13.568364611260053
3,2,35,2,10,50,120.88034732481621,10.684931506849315
3,2,35,2,10,50,122.46855160273721,11.064516129032258
3,2,35,2,10,50,117.09943451974658,10.862464183381089
3,2,35,2,10,50,133.7161389712582,10.574931880108991
3,2,35,2,10,50,139.3731836855065,9.945868945868947
3,2,35,2,10,50,105.25478096824311,10.469780219780219
3,2,35,2,10,50,120.11872136049706,14.038356164383561
3,2,35,2,10,50,122.84750425486021,13.40053050397878
3,2,35,2,10,50,121.20878274287323,10.3342776203966
3,2,35,2,10,50,123.09817362206617,12.49862258953168
3,2,35,2,10,50,125.28400915884552,7.5698630136986305
3,2,35,2,10,50,110.908812235171,12.065753424657535
3,2,35,2,10,50,113.50460556691608,12.825396825396826
3,2,40,2,10,50,114.05250288918559,11.326027397260274
3,2,40,2,10,50,102.47974936651755,12.564383561643835
3,2,40,2,10,50,124.13575335767703,8.612987012987013
3,2,40,2,10,50,115.94878642039662,8.692307692307692
3,2,40,2,10,50,135.89655273996067,9.553805774278215
3,2,40,2,10,50,113.9998333255788,9.578804347826088
3,2,40,2,10,50,117.46749035566552,12.356756756756758
3,2,40,2,10,50,122.55016177800304,12.253333333333334
3,2,40,2,10,50,100.00167598885764,15.408602150537634
3,2,40,2,10,50,96.99180275999618,14.88713910761155
3,2,40,2,10,50,113.02796755099176,11.415094339622641
3,2,40,2,10,50,121.03486949462417,13.175342465753424
3,2,40,2,10,50,108.58375667959254,13.511111111111111
3,2,40,2,10,50,107.34532298981095,14.66842105263158
3,2,40,2,10,50,106.54498426305892,13.936111111111112
3,2,40,2,10,50,142.34857794639228,7.762711864406779
3,2,40,2,10,50,121.34886761734133,10.551912568306012
3,2,40,2,10,50,118.88586566194837,8.296918767507004
3,2,40,2,10,50,116.17792715601108,10.93484419263456
3,2,40,2,10,50,104.43224434587772,9.7088948787062
